city,cut,color,clarity,carat,depth,table,x,y,z,price
8,3,1,5,1.0,60.4,57.0,6.49,6.46,3.91,6720
7,4,2,4,0.63,59.2,57.0,5.56,5.66,3.32,2149
8,3,2,2,1.0,62.6,60.0,6.3,6.32,3.95,5197
0,0,4,3,0.72,65.9,57.0,5.6,5.54,3.67,2203
5,2,2,6,0.71,61.7,56.0,5.73,5.77,3.55,5019
5,4,4,3,1.16,62.8,59.0,6.7,6.64,4.19,5799
11,3,6,7,0.9,62.5,61.0,6.15,6.08,3.82,3459
7,3,3,5,1.07,61.9,58.0,6.55,6.54,4.05,6903
8,2,3,4,0.52,60.8,55.0,5.2,5.26,3.18,1691
11,2,6,5,0.71,62.0,56.0,5.7,5.75,3.55,2052
5,1,0,3,1.13,60.7,64.0,6.68,6.63,4.0,4406
3,2,1,7,0.33,61.6,55.0,4.43,4.47,2.74,917
11,3,4,3,2.0,62.8,57.0,8.05,8.01,5.04,11975
0,2,0,3,1.01,62.0,57.0,6.42,6.38,3.97,4242
3,4,2,4,0.7,60.0,57.0,5.8,5.87,3.5,2767
10,0,2,5,0.91,58.0,56.0,6.34,6.41,3.7,4474
1,2,5,2,2.02,61.9,58.0,8.07,8.18,5.03,15942
1,4,5,5,1.09,62.6,57.0,6.55,6.62,4.12,5072
1,2,4,7,0.33,61.9,55.0,4.45,4.47,2.76,666
3,2,3,2,1.01,60.7,58.0,6.55,6.52,3.97,4868
11,4,2,2,0.9,63.1,56.0,6.17,6.12,3.88,4103
2,2,2,4,0.53,61.5,56.0,5.21,5.25,3.22,1624
10,4,2,5,1.52,63.5,57.0,7.23,7.29,4.61,14217
2,4,6,5,0.4,62.5,60.0,4.67,4.71,2.93,596
8,2,2,3,0.71,62.1,55.7,5.7,5.75,3.56,2614
7,4,1,3,0.52,64.0,55.0,5.07,5.11,3.26,1059
1,4,0,3,0.75,63.3,58.0,5.76,5.8,3.66,2551
10,4,0,3,0.9,63.0,58.0,6.12,6.16,3.87,3534
10,2,1,2,0.5,61.6,57.0,5.13,5.09,3.15,1415
0,2,1,3,0.71,59.3,56.0,5.89,5.84,3.48,2388
1,3,1,3,1.24,60.8,57.0,6.98,6.94,4.23,4278
9,2,3,4,0.27,62.3,56.0,4.14,4.16,2.58,490
10,3,5,2,1.74,58.7,60.0,7.9,7.84,4.62,11020
8,2,1,4,0.35,61.9,56.0,4.55,4.53,2.81,1091
2,2,2,6,0.54,60.5,55.0,5.31,5.33,3.22,2356
2,3,3,5,0.41,60.9,58.0,4.8,4.83,2.93,827
5,2,3,7,0.53,60.8,57.0,5.24,5.28,3.2,1955
3,4,2,2,0.4,62.0,56.0,4.72,4.77,2.94,737
11,3,5,3,1.22,62.3,58.0,6.85,6.8,4.25,4919
9,0,0,3,1.51,66.2,54.0,7.19,7.08,4.72,6596
3,3,3,4,1.16,61.9,58.0,6.76,6.72,4.17,8107
4,3,3,4,0.4,61.3,60.0,4.66,4.71,2.87,877
1,2,0,2,0.31,62.6,57.0,4.33,4.3,2.7,732
9,3,5,4,0.3,61.6,60.0,4.27,4.3,2.64,473
8,4,1,4,1.01,62.2,56.0,6.38,6.42,3.98,7039
4,4,2,5,0.43,61.0,57.0,4.84,4.87,2.96,905
8,3,3,6,0.45,60.8,58.0,4.92,4.98,3.01,1263
0,2,3,5,0.56,61.0,57.0,5.34,5.32,3.25,1698
12,2,5,6,0.23,63.0,56.0,3.94,3.9,2.47,414
5,2,0,5,0.3,62.3,56.0,4.32,4.29,2.68,911
8,4,2,5,0.52,60.0,61.5,5.19,5.23,3.13,1680
0,2,1,6,0.31,61.7,56.0,4.38,4.4,2.71,853
10,3,5,5,1.3,60.3,60.0,7.01,6.99,4.22,5242
9,3,4,5,1.13,61.4,61.0,6.71,6.67,4.11,5650
12,3,4,5,1.06,62.6,58.0,6.54,6.49,4.08,5889
1,2,1,4,0.41,62.2,55.0,4.79,4.76,2.97,1030
1,4,0,3,1.01,62.7,58.0,6.31,6.39,3.98,4606
3,2,1,3,1.02,62.9,57.0,6.44,6.38,4.03,4798
10,1,5,5,0.9,62.5,59.0,6.06,6.13,3.81,3398
12,2,0,0,0.34,61.4,55.0,4.5,4.52,2.77,413
7,2,3,5,0.38,62.1,54.5,4.64,4.69,2.9,768
7,3,5,4,0.9,62.9,60.0,6.09,6.05,3.82,3484
10,2,3,1,0.3,62.4,54.0,4.31,4.34,2.7,863
8,0,3,5,0.5,65.1,56.0,5.02,4.99,3.26,1238
10,3,3,1,0.42,61.6,58.0,4.76,4.79,2.94,1400
6,4,1,1,0.31,61.5,59.0,4.34,4.37,2.68,1209
0,2,1,2,0.54,61.7,56.0,5.27,5.24,3.24,1571
0,4,4,3,1.16,61.8,58.0,6.75,6.81,4.19,4785
8,2,0,6,0.38,60.3,56.0,4.72,4.74,2.85,1867
12,2,5,7,0.62,62.6,57.0,5.47,5.5,3.44,1615
3,2,3,1,0.65,60.1,57.0,5.61,5.65,3.38,3536
12,2,1,3,0.41,63.0,57.0,4.73,4.7,2.97,818
4,1,2,2,1.04,63.1,57.0,6.36,6.41,4.03,4828
1,2,2,4,1.02,61.0,56.0,6.49,6.52,3.97,8011
8,4,5,2,1.71,62.4,59.0,7.63,7.6,4.75,10681
5,2,2,6,0.39,62.2,54.0,4.71,4.74,2.94,1124
6,3,1,3,1.75,62.5,59.0,7.71,7.63,4.79,11655
4,4,3,5,1.03,61.0,58.0,6.5,6.54,3.98,6931
1,2,0,5,0.51,61.2,55.0,5.13,5.17,3.15,1787
10,2,3,2,1.2,61.2,56.0,6.92,6.84,4.21,6502
7,0,1,4,0.53,62.3,67.0,5.22,5.11,3.22,1778
9,2,5,3,0.62,62.5,55.0,5.45,5.49,3.42,1161
6,3,5,5,1.83,60.5,60.0,7.93,7.86,4.78,10043
8,0,3,4,0.46,58.0,66.0,5.08,5.03,2.93,1035
3,1,1,5,0.33,57.3,59.0,4.6,4.62,2.64,574
5,2,3,2,1.07,62.2,56.0,6.52,6.56,4.07,5551
3,2,6,3,1.55,62.0,56.0,7.42,7.38,4.59,6805
8,4,3,2,0.74,63.5,60.0,5.73,5.68,3.62,2468
11,2,4,5,0.4,61.4,57.0,4.72,4.79,2.92,926
1,3,5,6,0.32,63.0,58.0,4.38,4.32,2.74,756
6,3,6,5,1.01,62.4,60.0,6.45,6.35,3.99,3190
0,1,0,2,0.31,63.9,54.0,4.27,4.3,2.74,571
5,4,2,2,1.12,61.4,63.0,6.7,6.68,4.11,5374
8,1,2,2,0.5,63.7,61.0,5.02,4.99,3.19,1125
3,2,3,7,0.42,62.6,55.0,4.78,4.77,2.99,1103
4,1,1,2,0.73,63.6,57.0,5.7,5.72,3.63,2871
1,0,6,0,2.15,65.5,57.0,8.01,7.95,5.23,5430
10,2,1,7,0.32,60.4,59.0,4.45,4.49,2.7,779
7,2,2,4,0.58,62.2,55.0,5.34,5.37,3.33,1899
2,0,5,7,0.7,64.7,55.0,5.62,5.51,3.6,2117
11,0,4,3,2.5,64.9,58.0,8.46,8.43,5.48,13278
12,2,3,1,0.34,61.7,55.0,4.5,4.48,2.77,1084
9,2,1,2,1.01,62.0,57.0,6.38,6.45,3.98,5235
11,3,0,5,0.51,58.0,60.0,5.29,5.26,3.06,1928
8,2,1,4,0.27,61.6,57.0,4.12,4.16,2.55,470
1,3,4,5,2.01,61.6,61.0,8.14,8.07,4.99,17191
0,3,3,5,0.43,60.8,59.0,4.86,4.91,2.97,867
4,3,2,3,1.01,63.0,60.0,6.35,6.28,3.98,3897
11,3,6,5,0.8,62.7,61.0,5.89,5.84,3.68,2045
11,2,0,5,1.21,60.9,60.0,6.91,6.86,4.19,10353
8,4,3,5,0.3,63.0,56.0,4.27,4.3,2.7,526
3,4,1,7,0.26,62.6,58.0,4.07,4.11,2.56,597
3,1,1,6,0.41,64.1,55.0,4.71,4.68,3.01,1298
8,2,4,4,0.3,61.4,57.0,4.31,4.32,2.65,545
3,4,0,2,0.49,58.6,60.0,5.14,5.2,3.03,1174
1,3,4,5,0.31,61.3,60.0,4.36,4.32,2.66,628
8,1,4,5,0.31,63.1,58.0,4.27,4.32,2.71,489
5,2,4,6,0.35,62.0,55.0,4.52,4.54,2.81,756
3,3,2,5,0.31,62.3,59.0,4.33,4.3,2.69,802
2,4,4,3,1.2,58.8,61.0,6.94,6.98,4.09,5211
7,3,4,4,0.75,58.9,62.0,5.96,5.93,3.5,2588
6,2,4,3,0.9,62.3,57.0,6.16,6.19,3.85,3794
7,4,2,4,0.7,62.8,56.0,5.64,5.66,3.55,3265
7,2,2,4,0.5,61.6,57.0,5.07,5.09,3.13,1695
2,4,1,3,0.75,60.2,57.0,5.89,5.94,3.56,2719
2,2,3,6,0.24,62.0,56.0,3.97,4.01,2.47,559
3,4,4,6,1.51,61.5,58.0,7.3,7.39,4.52,12981
9,4,4,2,0.32,63.1,58.0,4.36,4.33,2.74,591
6,2,0,7,0.33,61.7,55.0,4.46,4.49,2.76,893
2,3,3,6,0.45,60.8,58.0,4.98,4.92,3.01,1323
1,4,4,4,1.6,61.2,58.6,7.48,7.63,4.62,12378
6,3,3,2,0.3,62.5,61.0,4.29,4.26,2.67,497
8,2,2,4,0.41,62.6,55.0,4.75,4.77,2.98,1007
1,1,2,3,1.0,59.4,64.0,6.52,6.48,3.86,3259
0,3,1,3,0.35,61.5,59.0,4.52,4.56,2.79,491
5,3,0,2,0.3,62.5,59.0,4.28,4.26,2.67,709
4,4,1,1,0.31,60.6,60.0,4.4,4.44,2.68,944
2,2,1,4,0.71,62.3,54.0,5.69,5.73,3.56,3212
10,2,3,6,0.52,62.1,56.0,5.15,5.17,3.2,1829
11,4,1,6,0.23,62.6,58.0,3.96,4.0,2.49,472
0,3,4,4,1.12,61.6,58.0,6.64,4.11,3.7,6115
10,2,2,5,1.02,62.1,57.0,6.44,6.37,3.98,6412
5,2,3,2,1.02,61.5,57.0,6.54,6.44,3.99,5398
11,2,2,3,0.71,62.1,54.0,5.73,5.76,3.57,2365
3,2,4,2,1.07,61.5,54.0,6.64,6.6,4.07,3415
7,2,2,6,0.41,60.3,56.0,4.8,4.85,2.91,1295
1,2,3,5,0.59,62.1,57.0,5.36,5.39,3.34,1774
6,4,5,2,1.2,63.1,58.0,6.72,6.66,4.22,4838
0,3,2,5,0.31,62.7,59.0,4.3,4.34,2.71,625
1,2,0,5,0.52,62.3,56.0,5.16,5.11,3.2,1919
5,4,3,2,0.92,61.5,60.0,6.19,6.26,3.83,3817
3,3,2,7,1.01,61.8,59.0,6.46,6.42,3.98,8470
10,4,0,5,0.33,62.8,54.0,4.43,4.46,2.79,781
8,3,0,2,0.72,60.4,59.0,5.77,5.72,3.47,2691
12,3,3,1,0.32,61.0,59.0,4.41,4.38,2.68,952
4,2,1,7,0.61,60.8,56.0,5.5,5.47,3.34,3056
3,4,5,2,1.01,62.1,59.0,6.36,6.42,3.97,4418
9,3,0,3,0.72,60.3,58.0,5.81,5.76,3.49,2484
6,3,2,2,0.43,61.6,59.0,4.87,4.83,2.99,1016
12,4,1,2,0.55,63.2,58.0,5.21,5.23,3.3,1381
6,1,0,3,2.01,59.9,65.0,8.0,8.07,4.81,16624
9,4,0,2,0.75,63.9,56.0,5.73,5.75,3.67,3085
10,2,1,5,0.34,62.4,54.0,4.48,4.49,2.8,745
4,2,2,1,0.31,59.7,60.0,4.4,4.44,2.64,766
3,3,4,5,1.06,60.7,59.0,6.61,6.57,4.0,5520
3,4,2,4,1.0,63.7,57.0,6.33,6.35,4.04,7350
7,2,2,3,2.06,62.7,57.0,8.19,8.09,5.1,15970
3,3,4,2,1.0,62.1,56.0,6.48,6.38,3.99,4788
1,2,6,3,1.71,60.8,57.0,7.69,7.64,4.66,7695
9,4,5,7,0.39,62.7,58.0,4.65,4.67,2.92,817
5,1,6,5,1.56,62.3,64.0,7.41,7.36,4.6,8107
7,1,6,3,0.7,61.2,64.0,5.68,5.73,3.49,1824
2,1,3,6,0.31,63.4,57.0,4.32,4.36,2.75,816
7,4,4,5,1.62,62.6,58.0,7.57,7.45,4.7,10912
2,2,2,4,1.56,61.7,56.0,7.48,7.46,4.61,17455
10,2,5,4,0.7,62.7,53.4,5.66,5.74,3.57,2363
2,2,2,6,0.52,61.2,56.0,5.21,5.19,3.18,2867
3,4,0,2,0.9,63.2,62.0,6.13,6.06,3.85,3997
4,1,0,3,1.0,62.8,61.0,6.31,6.36,3.98,4520
5,2,2,4,0.26,60.9,57.0,4.11,4.13,2.51,452
9,2,6,5,1.02,61.1,58.0,6.45,6.49,3.95,4397
4,3,3,1,0.3,58.4,62.0,4.43,4.4,2.58,1071
1,2,1,4,0.41,62.1,55.0,4.77,4.8,2.97,1079
10,4,0,2,0.9,59.6,62.0,6.19,6.22,3.7,4693
3,2,3,5,1.0,62.6,57.0,6.47,6.4,4.03,5967
1,2,0,5,0.42,62.6,56.0,4.76,4.8,2.99,948
3,2,2,7,0.59,61.2,56.0,5.45,5.43,3.33,2345
9,2,3,7,0.54,61.9,55.0,5.2,5.3,3.25,1927
8,2,6,5,2.18,60.3,57.0,8.41,8.45,5.08,16427
8,0,3,0,2.27,68.6,56.0,7.99,7.94,5.47,7131
4,3,0,3,1.08,62.1,58.0,6.62,6.59,4.1,5138
5,3,5,7,1.52,61.6,58.0,7.41,7.37,4.55,11021
0,0,2,2,0.32,64.4,54.0,4.36,4.33,2.8,638
7,0,1,3,1.5,59.9,68.0,7.39,7.3,4.4,8190
12,3,3,5,0.7,62.5,55.0,5.69,5.64,3.54,2479
9,4,4,2,1.2,61.4,63.0,6.76,6.72,4.14,4603
1,2,0,5,0.56,61.1,56.0,5.33,5.3,3.25,2066
7,2,5,1,0.31,61.3,57.0,4.34,4.4,2.68,652
1,4,0,4,0.26,60.0,56.0,4.15,4.18,2.5,425
12,4,1,7,0.26,60.8,61.0,4.12,4.13,2.51,564
1,4,3,4,1.51,63.1,55.0,7.34,7.3,4.62,12603
6,4,1,4,0.39,60.0,59.0,4.76,4.8,2.87,900
4,3,2,7,0.42,59.6,59.0,4.83,4.86,2.89,1142
12,4,4,3,1.33,60.8,59.0,7.07,7.11,4.31,6071
3,4,2,2,0.9,63.6,58.0,6.1,6.13,3.89,3679
4,2,3,5,1.52,61.5,56.0,7.38,7.45,4.56,13153
8,0,0,2,0.72,65.6,60.0,5.62,5.54,3.66,2364
9,1,2,2,1.0,62.5,57.0,6.28,6.39,3.96,4504
10,3,0,6,0.45,61.5,55.0,5.02,4.97,3.07,1736
0,2,5,2,0.42,62.3,54.0,4.82,4.84,3.01,654
3,4,3,7,0.3,62.7,56.0,4.24,4.31,2.68,684
7,1,1,5,0.7,63.0,61.0,5.51,5.64,3.51,2394
9,1,6,4,0.55,63.8,61.0,5.09,5.12,3.26,969
1,4,3,7,1.07,62.8,57.0,6.46,6.56,4.09,7975
12,3,1,3,0.4,61.4,59.0,4.75,4.7,2.9,855
2,4,0,5,0.71,63.1,58.0,5.67,5.7,3.59,3222
1,2,3,1,0.29,61.3,55.0,4.25,4.28,2.61,673
1,4,1,2,0.7,60.9,59.0,5.67,5.76,3.48,2537
7,2,3,5,0.34,62.2,57.0,4.44,4.47,2.77,596
6,1,1,6,0.47,64.0,62.0,4.9,4.97,3.16,1690
7,4,2,2,0.53,59.2,59.0,5.31,5.34,3.15,1284
6,0,0,3,0.7,58.1,60.0,5.79,5.82,3.37,2358
3,4,1,5,0.37,64.0,55.0,4.52,4.57,2.91,728
2,2,3,5,0.57,60.7,55.0,5.41,5.39,3.28,1613
2,2,3,2,1.02,59.2,57.0,6.52,6.56,3.87,4633
8,2,3,5,1.51,62.8,57.0,7.33,7.26,4.58,10553
12,2,0,4,0.55,61.4,57.0,5.26,5.29,3.24,2054
10,4,6,5,2.08,60.6,61.0,8.24,8.34,5.02,13732
9,3,1,6,1.04,60.9,58.0,6.53,6.61,4.0,11279
3,3,2,3,0.7,59.5,58.0,5.82,5.72,3.44,2234
10,3,0,5,1.1,60.0,59.0,6.67,6.6,3.98,6209
5,2,1,5,0.4,61.1,56.0,4.77,4.75,2.91,975
2,2,1,3,0.74,61.9,56.0,5.8,5.83,3.6,2464
11,4,2,2,1.06,62.3,56.0,6.5,6.57,4.07,4995
11,1,1,4,1.21,61.7,58.0,6.73,6.78,4.17,8902
2,2,4,7,1.22,62.7,54.0,6.77,6.83,4.27,8014
10,1,3,3,1.14,63.7,58.0,6.62,6.54,4.19,4501
6,2,4,1,0.35,60.7,56.0,4.62,4.61,2.8,1017
0,2,1,2,0.53,62.0,56.0,5.19,5.17,3.21,1607
5,4,1,2,1.0,63.1,59.0,6.34,6.4,4.02,5175
1,2,1,3,0.53,60.9,57.0,5.21,5.23,3.18,1223
0,1,3,0,0.8,63.7,55.0,5.91,5.81,3.73,1350
8,1,4,4,0.71,63.6,55.0,5.58,5.65,3.57,2315
3,2,3,4,1.01,62.4,56.0,6.39,6.44,4.0,6672
10,2,3,5,1.42,62.6,57.0,7.19,7.15,4.49,10735
0,2,0,5,0.73,61.4,56.0,5.78,5.81,3.56,3528
9,4,1,3,0.43,62.7,55.0,4.83,4.87,3.04,716
7,2,2,4,0.36,61.9,56.0,4.59,4.56,2.83,1013
12,2,3,3,1.14,61.5,55.0,6.78,6.71,4.15,5675
4,2,0,2,0.42,61.9,56.0,4.82,4.84,2.99,810
5,2,3,4,0.35,60.5,57.0,4.55,4.58,2.76,706
2,1,2,5,1.0,63.9,62.0,6.26,6.32,4.02,6352
3,2,5,5,1.29,62.7,57.0,6.97,6.91,4.35,6509
11,2,2,2,1.0,61.5,57.0,6.41,6.46,3.96,5197
8,4,3,3,0.53,60.9,55.0,5.26,5.29,3.21,1092
7,1,3,5,1.01,57.5,62.0,6.58,6.53,3.77,5701
3,3,2,5,0.3,62.5,58.0,4.26,4.28,2.67,605
0,2,1,6,0.31,59.7,60.0,4.41,4.43,2.64,853
11,3,5,5,2.01,61.7,60.0,8.09,8.02,4.97,16700
3,2,4,7,0.3,61.3,56.0,4.33,4.35,2.66,605
7,2,3,2,2.27,61.1,60.0,8.46,8.42,5.16,18343
4,4,4,6,0.26,62.5,58.0,4.08,4.11,2.56,468
6,4,3,5,0.39,63.3,57.0,4.65,4.61,2.93,1009
5,3,3,5,0.43,62.3,58.0,4.85,4.81,3.01,1113
7,3,1,4,0.91,62.8,60.0,6.11,6.08,3.83,4969
3,2,6,6,0.32,62.3,54.0,4.41,4.43,2.75,494
2,4,3,2,0.91,63.0,57.0,6.14,6.2,3.89,3830
8,4,4,2,0.3,63.4,57.0,4.31,4.27,2.72,540
8,0,2,2,0.96,60.7,65.0,6.43,6.28,3.86,4849
0,2,3,7,0.5,61.2,56.0,5.1,5.13,3.13,1838
6,4,1,6,0.26,61.8,59.0,4.11,4.14,2.55,539
3,2,0,7,0.3,59.5,56.0,4.42,4.38,2.62,950
4,2,3,6,0.35,61.0,56.0,4.56,4.59,2.79,1028
6,2,0,4,0.5,61.9,54.0,5.1,5.14,3.17,1792
12,1,1,2,0.55,63.1,58.0,5.2,5.23,3.29,1406
4,4,3,6,1.5,63.1,62.0,7.25,7.23,4.57,14361
6,3,3,4,0.33,61.3,58.0,4.45,4.42,2.72,854
11,2,0,5,0.51,61.5,56.0,5.21,5.17,3.19,1674
11,4,2,5,0.52,63.9,57.0,5.08,5.12,3.26,1550
4,0,0,4,0.25,61.2,55.0,4.09,4.11,2.51,563
12,3,0,7,0.4,60.4,59.0,4.76,4.77,2.88,1263
12,2,1,2,0.55,62.5,56.0,5.21,5.25,3.27,1609
1,2,5,3,1.76,61.2,55.0,7.76,7.79,4.76,9540
8,2,4,4,1.18,64.9,58.0,6.57,6.53,4.25,7216
2,1,3,2,0.43,63.6,55.0,4.79,4.83,3.06,704
4,2,3,3,0.74,61.7,56.0,5.8,5.87,3.6,2690
10,3,1,3,1.0,61.1,58.0,6.48,6.44,3.95,4704
10,2,4,3,1.03,62.5,54.0,6.46,6.5,4.05,4382
12,3,0,5,1.07,62.4,57.0,6.59,6.51,4.09,7550
4,1,1,3,0.61,63.1,56.0,5.4,5.44,3.42,1408
6,3,2,5,1.04,60.1,59.0,6.61,6.56,3.96,6458
11,3,5,5,1.59,62.9,56.0,7.48,7.43,4.69,10471
4,1,2,2,0.35,63.6,54.0,4.51,4.52,2.87,583
4,2,0,3,0.7,61.6,56.0,5.73,5.69,3.52,2384
0,0,0,0,1.7,64.7,56.0,7.46,7.37,4.8,5617
7,4,1,3,0.79,59.2,59.0,6.04,6.06,3.58,2941
6,2,1,2,0.31,61.1,56.0,4.39,4.41,2.69,660
10,2,0,5,0.3,61.8,55.0,4.27,4.3,2.65,736
10,2,2,5,1.2,62.7,57.0,6.71,6.76,4.22,9176
8,2,2,5,0.55,61.7,56.0,5.3,5.26,3.26,1819
4,2,4,1,0.35,60.9,57.0,4.58,4.6,2.8,1028
8,2,2,7,0.28,61.1,57.0,4.22,4.26,2.59,642
2,4,0,1,0.5,62.9,59.0,4.99,5.09,3.17,3378
10,3,1,5,0.76,60.5,56.0,5.98,5.95,3.61,3447
4,1,0,2,0.5,63.6,58.0,5.05,5.08,3.22,1436
12,2,5,5,0.39,62.9,57.0,4.68,4.64,2.93,834
5,1,0,5,0.7,64.1,59.0,5.49,5.56,3.54,3087
2,4,0,2,0.8,62.9,60.0,5.89,5.94,3.72,3502
8,2,1,7,0.3,61.9,58.0,4.28,4.32,2.66,766
0,3,6,6,0.39,62.5,58.0,4.67,4.61,2.9,921
6,3,3,4,1.0,62.4,62.0,6.37,6.33,3.96,6290
3,3,2,2,1.5,61.9,60.0,7.26,7.21,4.48,10940
6,1,4,2,0.51,63.7,56.0,5.07,5.1,3.24,1119
5,1,1,2,0.31,63.9,56.0,4.27,4.31,2.74,544
9,4,2,5,0.53,60.5,55.0,5.24,5.29,3.19,1610
3,2,1,3,1.01,59.2,56.0,6.63,6.59,3.91,4751
10,2,1,7,0.51,62.5,57.0,5.06,5.12,3.18,2301
11,2,5,5,1.22,62.5,57.0,6.83,6.9,4.29,5960
11,4,2,6,0.41,62.7,59.0,4.75,4.78,2.99,1186
4,3,4,3,1.5,62.3,60.0,7.22,7.3,4.52,8490
10,4,2,5,0.52,60.7,59.0,5.14,5.18,3.13,1600
9,2,0,7,0.31,60.1,56.0,4.43,4.46,2.67,777
10,2,1,3,1.0,62.0,57.0,6.37,6.41,3.96,4623
7,3,3,7,0.72,60.7,60.0,5.8,5.87,3.54,2679
10,4,3,5,1.52,62.4,56.0,7.26,7.36,4.56,11093
1,3,3,4,1.17,60.6,60.0,6.81,6.79,4.12,7666
8,3,3,4,0.3,60.0,60.0,4.3,4.33,2.59,605
0,2,6,2,1.57,62.4,57.0,7.51,7.4,4.65,8221
5,3,2,2,0.91,61.7,59.0,6.21,6.17,3.82,4036
6,4,3,3,1.01,60.8,63.0,6.4,6.36,3.88,3577
7,2,2,6,0.33,61.5,56.0,4.46,4.49,2.75,964
2,3,3,5,1.53,61.8,59.0,7.45,7.31,4.56,12717
4,2,2,1,0.3,61.1,58.0,4.32,4.36,2.65,886
11,4,3,4,1.51,63.1,60.0,7.3,7.24,4.59,13811
3,4,2,5,0.33,62.4,57.0,4.39,4.43,2.75,666
8,4,6,2,0.53,62.7,54.0,5.17,5.23,3.26,1014
1,2,0,5,0.56,60.9,56.0,5.36,5.31,3.25,2066
11,2,0,5,0.35,60.9,57.0,4.51,4.55,2.76,829
3,1,4,3,1.61,63.8,62.0,7.35,7.38,4.7,9005
6,1,3,2,0.85,64.2,58.0,6.01,5.92,3.83,2244
7,2,3,4,0.32,61.9,55.0,4.39,4.43,2.73,645
0,4,6,4,1.51,63.5,60.0,7.29,7.23,4.61,7991
2,3,1,3,1.5,63.0,59.0,7.24,7.18,4.54,9072
3,2,1,5,0.32,61.3,55.0,4.41,4.43,2.71,846
6,3,4,5,0.55,60.2,59.0,5.36,5.24,3.19,1387
10,2,0,7,0.42,61.7,57.0,4.8,4.82,2.97,1132
3,2,4,5,0.25,61.0,55.0,4.09,4.11,2.5,367
10,3,3,3,1.21,62.7,59.0,6.74,6.66,4.2,5405
3,1,4,2,0.32,63.1,54.0,4.36,4.42,2.77,449
11,2,1,7,0.4,62.2,56.0,4.78,4.71,2.95,1238
10,3,3,5,0.34,61.6,58.0,4.45,4.51,2.76,596
10,3,2,7,1.0,60.6,54.0,6.56,6.52,3.96,8924
3,2,3,7,0.43,60.1,57.0,4.91,4.88,2.94,1129
8,4,2,3,1.01,60.7,57.0,6.42,6.46,3.91,4004
5,0,2,2,1.01,66.8,60.0,6.21,6.13,4.12,3991
10,4,2,2,0.9,61.6,56.0,6.14,6.2,3.8,3724
0,3,1,3,0.63,58.9,59.0,5.64,5.6,3.31,1169
6,4,1,5,1.0,62.9,59.0,6.27,6.38,3.98,6245
5,1,3,2,0.9,60.0,61.0,6.19,6.22,3.72,3752
1,2,2,2,1.52,61.2,55.0,7.4,7.43,4.54,12153
10,2,2,4,0.54,60.9,56.0,5.31,5.27,3.22,1814
0,2,3,5,0.34,61.5,56.0,4.47,4.5,2.76,596
1,2,1,5,0.3,62.0,56.0,4.31,4.34,2.68,658
6,3,4,2,0.68,59.5,59.0,5.77,5.73,3.42,1666
1,2,5,2,1.21,62.4,57.0,6.84,6.78,4.25,5624
11,2,4,7,0.3,61.7,54.2,4.32,4.35,2.67,631
8,2,0,5,0.53,60.8,56.0,5.24,5.27,3.2,2067
6,3,6,7,1.66,62.6,59.0,7.54,7.58,4.73,9882
1,2,4,0,1.03,61.5,57.0,6.48,6.52,4.0,3172
6,3,6,5,0.7,61.2,60.0,5.7,5.73,3.5,1843
10,0,5,4,0.41,65.3,58.0,4.62,4.66,3.03,735
10,3,2,2,0.36,61.9,59.0,4.54,4.51,2.8,770
9,4,5,2,1.05,63.5,58.0,6.46,6.43,4.09,4292
5,4,2,2,1.2,62.7,58.0,6.74,6.72,4.22,6973
10,4,5,2,1.2,62.9,54.0,6.75,6.77,4.25,5955
4,2,5,1,0.33,61.2,56.0,4.46,4.49,2.74,862
1,4,3,2,0.32,62.8,56.0,4.34,4.36,2.73,477
12,4,2,4,0.27,62.4,55.0,4.12,4.15,2.58,429
9,2,3,2,0.8,60.8,57.0,6.02,6.05,3.67,2699
3,2,1,1,0.34,62.0,56.0,4.51,4.49,2.79,1243
2,2,5,6,0.3,61.8,54.0,4.32,4.35,2.68,540
11,1,2,6,0.24,58.3,57.0,4.1,4.14,2.4,552
3,2,2,5,0.31,61.5,56.0,4.34,4.37,2.68,625
10,4,4,3,0.72,61.0,56.0,5.75,5.8,3.52,1953
7,3,1,2,0.36,62.2,59.0,4.53,4.57,2.83,589
9,4,2,2,0.55,63.6,57.0,5.17,5.21,3.3,1271
1,2,4,5,1.71,61.4,56.0,7.68,7.71,4.72,14292
3,1,4,4,1.21,59.5,65.0,6.88,6.84,4.08,6871
12,2,1,3,0.59,61.6,54.0,5.42,5.45,3.35,1248
6,3,3,2,1.03,58.2,59.0,6.7,6.64,3.88,4900
1,1,1,4,0.5,58.2,61.0,5.19,5.22,3.03,1806
1,2,2,5,0.5,62.7,57.0,5.06,5.11,3.19,1436
0,2,0,2,0.54,62.1,56.0,5.25,5.21,3.25,1786
10,3,6,2,1.71,61.9,58.0,7.62,7.56,4.7,7757
12,2,2,4,0.8,62.2,56.0,5.93,5.96,3.7,4362
2,4,1,5,0.56,61.1,57.0,5.33,5.38,3.27,1770
7,2,2,6,0.4,61.7,56.0,4.72,4.75,2.92,1263
1,2,3,5,0.32,61.4,55.0,4.4,4.46,2.72,561
12,1,1,5,0.28,63.7,60.0,4.23,4.18,2.68,625
8,1,3,5,1.21,63.8,56.0,6.74,6.67,4.28,8099
2,3,2,5,1.01,63.0,58.0,6.43,6.36,4.03,6097
0,3,0,5,0.72,60.6,57.0,5.82,5.79,3.52,3205
